https://loldsite.lands.go.ke/,2021-11-05,12:49:53,"Site registered as down - added to the ""site down"" monitoring"
https://www.icta.go.ke/,2021-11-05,12:49:53,Site ok
https://www.treassury.go.ke/,2021-11-05,12:49:53,"Site registered as down - added to the ""site down"" monitoring"
https://lands.go.ke/,2021-11-05,12:49:53,Site ok
https://loldsite.lands.go.ke/,2021-11-05,12:49:53,"Site registered as down - added to the ""site down"" monitoring"
https://www.icta.go.ke/,2021-11-05,12:49:53,Site ok
https://www.treassury.go.ke/,2021-11-05,12:49:53,"Site registered as down - added to the ""site down"" monitoring"
https://lands.go.ke/,2021-11-05,12:49:53,Site ok
https://loldsite.lands.go.ke/,2021-11-05,12:49:53,"Site registered as down - added to the ""site down"" monitoring"
https://www.icta.go.ke/,2021-11-05,12:49:53,Site ok
https://www.treassury.go.ke/,2021-11-05,12:49:53,"Site registered as down - added to the ""site down"" monitoring"
https://lands.go.ke/,2021-11-05,12:49:53,Site ok
https://loldsite.lands.go.ke/,2021-11-05,12:49:53,"Site registered as down - added to the ""site down"" monitoring"
https://www.icta.go.ke/,2021-11-05,12:49:53,Site ok
https://www.treassury.go.ke/,2021-11-05,12:49:53,"Site registered as down - added to the ""site down"" monitoring"
https://lands.go.ke/,2021-11-05,12:49:53,Site ok
https://loldsite.lands.go.ke/,2021-11-05,12:49:53,"Site registered as down - added to the ""site down"" monitoring"
https://www.icta.go.ke/,2021-11-05,12:49:53,Site ok
https://www.treassury.go.ke/,2021-11-05,12:49:53,"Site registered as down - added to the ""site down"" monitoring"
https://lands.go.ke/,2021-11-05,12:49:53,Site ok
